HouseID,SizeSqFt,Bedrooms,Bathrooms,Location,PriceUSD,RentUSD
5771,2981,3,2,San Antonio,554466,5301
5772,4003,5,2,San Diego,1601200,10796
5773,1053,1,2,New York,285363,718
5774,2780,2,2,Chicago,400320,1197
5775,1745,5,2,Dallas,570615,1806
5776,2225,1,3,New York,396050,2684
5777,962,4,1,San Jose,225108,1859
5778,1933,2,2,San Antonio,562503,5329
5779,2176,4,1,Chicago,567936,2221
5780,4283,4,1,San Diego,1768879,6692
5781,618,4,3,Houston,190344,1380
5782,3214,1,1,San Jose,568878,2663
5783,2685,1,3,New York,786705,5037
5784,1664,2,2,Philadelphia,227968,2207
5785,1683,1,1,Chicago,565488,5640
5786,3536,3,1,San Diego,1188096,4696
5787,4867,1,1,Philadelphia,1046405,6055
5788,4036,3,3,Los Angeles,653832,3714
5789,735,1,1,Philadelphia,285915,595
5790,3890,4,2,Houston,1629910,11593
5791,3934,2,3,Dallas,1510656,14511
5792,3236,1,2,Phoenix,1310580,4330
5793,878,4,1,San Diego,281838,1400
5794,4997,2,3,Dallas,1534079,12161
5795,2357,4,3,San Antonio,334694,1001
5796,1410,3,1,San Diego,430050,1479
5797,2319,4,3,San Antonio,892815,6312
5798,2460,1,1,New York,1151280,7889
5799,751,1,1,San Diego,171979,1087
5800,2986,5,2,Chicago,761430,6468
5801,2284,4,3,Dallas,452232,2664
5802,2147,1,1,New York,330638,1071
5803,3740,2,1,Chicago,1533400,13892
5804,1782,3,1,Los Angeles,698544,1642
5805,2880,5,2,Chicago,676800,3378
5806,2899,2,2,New York,1342237,4839
5807,1469,4,3,Dallas,616980,2582
5808,2362,3,2,Chicago,588138,4535
5809,802,4,2,San Antonio,149974,730
5810,2799,2,2,Philadelphia,971253,9605
5811,1033,1,2,San Antonio,292339,2551
5812,4732,2,3,Los Angeles,1954316,11694
5813,4591,3,1,Dallas,1574713,9683
5814,3759,3,1,Philadelphia,687897,6314
5815,2660,1,1,San Antonio,1324680,9271
5816,2345,2,3,New York,710535,4800
5817,4165,1,2,Phoenix,1911735,9093
5818,2267,2,2,Houston,1067757,6521
5819,1188,1,2,Chicago,349272,3413
5820,1448,3,3,San Diego,188240,1763
5821,955,3,3,San Antonio,208190,1751
5822,3584,5,3,Los Angeles,437248,1865
5823,4270,5,2,Los Angeles,1229760,11149
5824,2277,5,3,New York,673992,4865
5825,2157,2,3,Dallas,222171,875
5826,2835,2,2,Chicago,521640,4824
5827,578,1,3,San Jose,147968,348
5828,3078,1,1,Philadelphia,698706,2496
5829,720,5,2,Phoenix,262080,1752
5830,1677,3,2,Phoenix,831792,6766
5831,2906,1,2,Chicago,1092656,5928
5832,2569,1,1,Los Angeles,375074,3098
5833,1920,2,3,Los Angeles,860160,8434
5834,4639,1,3,Chicago,607709,3673
5835,4809,5,2,San Diego,1072407,2160
5836,4322,5,1,San Jose,1538632,4975
5837,2355,5,2,San Diego,546360,5455
5838,3843,2,2,San Diego,956907,4052
5839,870,2,2,San Jose,416730,2215
5840,1431,5,1,San Diego,586710,4387
5841,2274,4,1,Los Angeles,1107438,10338
5842,2548,5,3,Chicago,1077804,6011
5843,3610,4,2,Chicago,747270,1749
5844,2619,5,2,Phoenix,974268,3281
5845,2127,3,3,Dallas,733815,6624
5846,3971,5,3,Phoenix,1409705,3240
5847,4528,3,1,Philadelphia,1095776,2465
5848,1016,5,3,Chicago,165608,1225
5849,4105,4,1,Los Angeles,862050,6338
5850,1587,3,2,San Diego,579255,2768
5851,915,5,2,New York,388875,1476
5852,3989,2,2,Philadelphia,1779094,15414
5853,4572,5,1,San Jose,864108,2378
5854,1296,5,1,Houston,230688,1609
5855,4386,4,2,San Diego,2162298,6482
5856,4236,4,3,Phoenix,787896,6874
5857,3921,4,3,Los Angeles,1662504,16408
5858,3385,2,3,Philadelphia,1482630,12748
5859,1566,1,2,Los Angeles,219240,985
5860,3437,1,3,San Jose,1495095,13091
5861,4526,3,1,Phoenix,1104344,2593
5862,1903,5,2,San Diego,409145,3318
5863,544,1,2,Houston,224672,1226
5864,1128,2,2,San Antonio,280872,1050
5865,4200,4,1,Phoenix,2024400,11157
5866,794,3,2,San Antonio,280282,813
5867,1282,2,1,San Diego,480750,4223
5868,1450,2,2,Phoenix,581450,3065
5869,809,2,3,San Antonio,324409,779
5870,3490,3,2,San Diego,1095860,5127
5871,3043,3,3,San Jose,937244,9196
5872,3847,2,1,Los Angeles,746318,7049
5873,3153,1,2,Los Angeles,942747,6022
5874,3902,1,2,Houston,1572506,3145
5875,1848,3,2,San Antonio,877800,1988
5876,3955,2,2,Los Angeles,1645280,3823
5877,3142,4,3,Phoenix,421028,3567
5878,3891,3,2,New York,809328,2464
5879,3515,4,3,Houston,1079105,4872
5880,1362,5,3,San Diego,457632,3519
5881,680,1,1,Dallas,239360,688
5882,2648,1,1,San Antonio,376016,3057
5883,1090,3,3,Phoenix,483960,4539
5884,702,1,3,Houston,101088,391
5885,3331,1,1,San Jose,889377,2582
5886,762,5,1,Phoenix,163830,419
5887,936,4,3,Philadelphia,284544,1304
5888,2357,5,1,San Antonio,1041794,9632
5889,4343,2,2,San Diego,2149785,18562
5890,2710,1,3,Chicago,420050,3187
5891,3116,2,3,Philadelphia,1293140,10434
5892,844,5,3,Philadelphia,375580,2552
5893,1933,1,2,Chicago,692014,5443
5894,2279,4,2,New York,339571,1921
5895,675,5,3,San Antonio,162000,374
5896,4764,3,3,San Jose,2134272,4303
5897,1064,3,3,Houston,419216,2821
5898,4979,4,3,San Diego,796640,2452
5899,2609,5,1,San Antonio,1200140,10769
5900,2039,2,3,San Diego,674909,6504
5901,2404,2,1,Los Angeles,584172,3885
5902,898,5,1,Philadelphia,399610,3809
5903,3361,1,1,Philadelphia,473901,3780
5904,2211,3,2,Los Angeles,910932,7910
5905,1336,4,1,Phoenix,261856,839
5906,2058,4,1,San Antonio,516558,4507
5907,4561,4,1,San Antonio,857468,5532
5908,740,4,3,Philadelphia,268620,1654
5909,1304,3,1,San Jose,453792,1332
5910,1873,3,3,New York,799771,6404
5911,2245,2,2,Chicago,251440,559
5912,2140,4,3,San Diego,483640,4792
5913,1461,1,2,Chicago,211845,1351
5914,1737,1,2,Chicago,288342,2484
5915,2948,5,3,New York,1117292,8110
5916,779,2,1,Dallas,140999,1018
5917,3156,4,3,Houston,956268,4966
5918,1047,4,2,Philadelphia,406236,3140
5919,2961,1,2,San Antonio,1060038,9292
5920,1364,5,3,Philadelphia,286440,1646
5921,4542,3,3,New York,1925808,6118
5922,3123,5,2,Houston,1455318,8815
5923,4788,5,3,San Antonio,483588,1926
5924,503,4,2,San Antonio,191140,1375
5925,4561,3,2,Philadelphia,1961230,7303
5926,2763,2,3,San Diego,328797,1926
5927,3180,4,3,New York,909480,8800
5928,3338,4,3,New York,1608916,10153
5929,2205,4,2,Houston,676935,6248
5930,1519,2,3,San Diego,504308,2367
5931,3758,1,3,New York,762874,6408
5932,2576,3,3,Philadelphia,695520,6426
5933,4231,2,2,Houston,444255,2067
5934,3434,1,1,Dallas,1370166,4519
5935,4180,5,3,Phoenix,1437920,14377
5936,2472,1,3,San Diego,484512,3254
5937,3171,2,3,Phoenix,1407924,5641
5938,1827,4,2,Chicago,431172,3640
5939,3619,2,2,Phoenix,1266650,8463
5940,2914,2,2,New York,938308,3399
5941,2681,1,1,Los Angeles,997332,3068
5942,3103,5,2,Houston,595776,3708
5943,4512,2,2,New York,1543104,8494
5944,2116,1,3,New York,215832,700
5945,3736,5,2,Phoenix,418432,3834
5946,747,2,2,San Diego,311499,2690
5947,4498,5,1,New York,1371890,10885
5948,2417,4,1,Dallas,640505,2025
5949,2051,3,3,Los Angeles,963970,7639
5950,2221,2,2,San Antonio,262078,1832
5951,3841,1,1,San Antonio,1766860,9567
5952,3009,1,1,New York,860574,6139
5953,2486,5,1,San Antonio,1111242,9226
5954,4816,5,2,New York,1883056,7747
5955,1627,4,3,San Jose,693102,4051
5956,2064,2,3,San Diego,260064,1840
5957,1502,4,3,New York,419058,1002
5958,2777,5,3,Houston,558177,3137
5959,4035,2,3,San Antonio,459990,1150
5960,3608,4,3,San Diego,1136520,11181
5961,4670,4,3,Phoenix,863950,5907
5962,1177,3,2,Phoenix,586146,2872
5963,1171,4,2,San Diego,206096,872
5964,3838,5,2,San Jose,1558228,15482
5965,3165,2,3,Los Angeles,1414755,5303
5966,3594,2,3,San Diego,1423224,4280
5967,3720,5,1,San Jose,476160,1164
5968,3596,2,1,Philadelphia,1463572,6680
5969,1485,4,2,Phoenix,571725,2313
5970,571,5,3,Los Angeles,192427,1347
5971,1434,5,1,Houston,569298,4048
5972,3178,5,3,Houston,1477770,10609
5973,865,1,2,Houston,162620,1145
5974,3208,3,1,Los Angeles,1109968,7301
5975,2150,1,3,San Antonio,823450,2029
5976,4907,4,2,Chicago,1688008,16508
5977,4423,3,2,Phoenix,1110173,3882
5978,1541,5,3,San Diego,610236,3787
5979,806,2,2,Phoenix,150722,358
5980,2944,5,3,Phoenix,683008,3768
5981,4337,4,2,Phoenix,607180,4096
5982,2166,3,1,San Diego,537168,3501
5983,3643,2,1,Phoenix,1562847,3358
5984,4607,4,2,Houston,1446598,4235
5985,3729,3,1,Chicago,1730256,11901
5986,1924,1,3,Los Angeles,380952,1215
5987,4004,1,1,Chicago,1769768,6368
5988,3742,2,2,Los Angeles,1186214,5741
5989,4101,2,2,San Diego,2021793,17286
5990,4344,2,3,San Diego,447432,2612
5991,3028,2,2,San Jose,1093108,9951
5992,1135,4,1,Dallas,207705,1022
5993,1924,3,1,Dallas,877344,3393
5994,4259,3,2,San Jose,1822852,14715
5995,3210,5,1,Phoenix,1203750,5154
5996,3471,1,2,Dallas,885105,2251
5997,2532,3,3,Philadelphia,615276,1555
5998,1746,5,3,Chicago,502848,4224
5999,4644,4,1,Houston,821988,6920
6000,1876,5,1,Philadelphia,512148,1051
6001,2206,5,1,New York,805190,5651
6002,4667,1,3,San Jose,1740791,14795
6003,4756,5,3,Philadelphia,2225808,8848
6004,2524,3,1,Dallas,1019696,9274
6005,4988,3,3,Chicago,2154816,9986
6006,988,4,3,San Antonio,432744,4203
6007,3716,1,3,San Antonio,865828,5313
6008,2273,4,3,San Diego,734179,5687
6009,2575,3,3,Chicago,363075,3543
6010,1988,3,1,Houston,479108,4155
6011,4990,1,3,Los Angeles,1541910,7565
6012,4138,3,1,San Antonio,451042,3318
6013,2672,3,1,Los Angeles,630592,3741
6014,644,3,1,San Diego,138460,1052
6015,2481,4,2,San Diego,967590,4659
6016,3700,5,1,Chicago,1372700,11293
6017,1564,4,3,New York,761668,5666
6018,1813,3,3,San Diego,543900,1161
6019,727,3,2,Phoenix,314064,1349
6020,4386,3,2,Los Angeles,1293870,12469
6021,3324,2,3,San Jose,468684,2906
6022,660,1,1,San Diego,145200,883
6023,1642,4,2,Chicago,783234,3086
6024,4746,4,1,Philadelphia,1532958,5220
6025,2983,5,2,San Jose,796461,3150
6026,2163,2,1,Phoenix,778680,3137
6027,1990,1,2,Chicago,435810,3674
6028,2810,1,3,Los Angeles,688450,6619
6029,4031,2,1,Dallas,1088370,2776
6030,1738,2,3,Houston,177276,997
6031,3961,2,2,Houston,1552712,11425
6032,2424,1,1,Chicago,998688,7413
6033,3475,3,2,Dallas,382250,2242
6034,1982,2,3,Los Angeles,424148,3133
6035,3291,1,3,Dallas,895152,2186
6036,915,2,3,Dallas,94245,309
6037,1234,1,1,Dallas,467686,2986
6038,4003,3,2,Los Angeles,1469101,12493
6039,4378,4,1,Houston,1120768,4562
6040,3626,5,3,San Jose,1403262,11333
6041,3251,1,2,Chicago,890774,5318
6042,3428,4,3,Dallas,1474040,9519
6043,1209,2,3,San Jose,574275,4704
6044,569,3,3,San Diego,58038,213
6045,4101,5,3,Dallas,795594,7601
6046,869,2,2,Los Angeles,96459,733
6047,3497,5,1,Phoenix,454610,3466
6048,1678,4,3,San Diego,250022,1236
6049,4474,2,3,Dallas,2219104,15989
6050,1936,5,1,Chicago,315568,2634
6051,3328,3,2,San Diego,1254656,5065
6052,3026,1,1,Phoenix,1083308,2833
6053,3328,1,2,Los Angeles,1341184,11695
6054,4110,4,2,San Jose,1927590,18980
6055,4910,5,1,Houston,2022920,10174
6056,1343,4,1,Dallas,594949,4954
6057,3378,5,3,San Diego,756672,2497
6058,3873,5,1,San Diego,499617,4145
6059,1912,5,3,Los Angeles,414904,1763
6060,4928,4,3,Philadelphia,803264,2415
6061,4238,2,1,Los Angeles,1555346,9313
6062,2919,1,2,Philadelphia,1290198,5750
6063,1031,5,3,San Jose,460857,2998
6064,2892,3,3,Houston,1220424,6350
6065,848,5,3,San Diego,201824,605
6066,3346,5,3,New York,1227982,11801
6067,1962,1,1,Chicago,841698,2216
6068,2363,3,2,Philadelphia,392258,1941
6069,872,1,1,Dallas,427280,2372
6070,3702,3,1,Houston,958818,4828
6071,1311,5,2,Chicago,521778,3437
6072,2441,3,2,Dallas,1103332,9074
6073,4948,1,2,San Jose,1454712,5422
6074,732,3,2,New York,174216,1189
6075,956,2,3,San Antonio,329820,2126
6076,1525,1,2,Philadelphia,558150,1582
6077,3497,5,2,New York,1493219,6831
6078,3508,2,2,Los Angeles,378864,3214
6079,4588,1,2,San Antonio,867132,4289
6080,1355,2,2,New York,231705,1698
6081,3596,3,2,San Jose,1118356,9494
6082,1576,1,1,Phoenix,518504,2034
6083,524,4,3,San Diego,218508,1544
6084,3258,1,2,Houston,1482390,8808
6085,2541,4,3,Phoenix,838530,6521
6086,4128,5,1,Chicago,1576896,6703
6087,2320,1,3,Philadelphia,596240,2406
6088,2397,3,3,San Diego,1018725,4989
6089,4846,1,3,Philadelphia,1637948,13596
6090,1902,1,3,San Antonio,553482,4647
6091,3234,4,2,Dallas,1490874,7081
6092,2860,5,1,Philadelphia,386100,3174
6093,1241,1,3,New York,157607,497
6094,1832,3,1,Los Angeles,397544,3607
6095,4098,1,1,San Antonio,1135146,4574
6096,2108,4,1,Dallas,360468,2299
6097,1640,1,2,San Jose,542840,5377
6098,852,1,3,Dallas,161028,1091
6099,3589,1,3,San Jose,541939,3678
6100,1301,3,1,Chicago,369484,2949
6101,1652,4,1,Houston,779744,3896
6102,1907,1,1,Dallas,814289,6614
6103,4849,3,1,Philadelphia,2099617,11946
6104,3976,5,3,Chicago,1284248,4209
6105,2701,4,3,San Antonio,1093905,2799
6106,4725,2,1,San Jose,2253825,8332
6107,2758,1,3,Dallas,689500,1909
6108,3389,5,1,San Antonio,542240,3699
6109,1022,4,3,Dallas,215642,827
6110,3738,4,2,Dallas,1289610,6154
6111,2938,1,1,Phoenix,1419054,6737
6112,3237,5,1,San Jose,365781,2844
6113,1785,3,1,Los Angeles,528360,2395
6114,4499,4,1,Phoenix,904299,6193
6115,2594,3,3,San Diego,671846,5386
6116,3965,2,2,San Antonio,785070,5974
6117,3031,1,2,New York,769874,7075
6118,3408,2,2,San Diego,1315488,8385
6119,4028,2,1,Philadelphia,1454108,7274
6120,2196,3,1,New York,693936,4676
6121,878,3,2,Houston,236182,2271
6122,1814,5,1,San Diego,685692,2855
6123,3174,1,2,Houston,1482258,6351
6124,1663,2,2,Dallas,523845,3948
6125,2420,1,1,New York,496100,4939
6126,1696,3,3,San Diego,296800,1881
6127,1466,3,3,San Jose,450062,3506
6128,3971,3,2,Los Angeles,1548690,13671
6129,771,4,1,San Antonio,147261,912
6130,2311,3,3,Philadelphia,762630,2563
6131,3129,2,1,Philadelphia,381738,1371
6132,4256,1,1,Phoenix,642656,2689
6133,527,5,2,Dallas,220286,1981
6134,3680,4,3,Houston,964160,7104
6135,1686,1,2,Los Angeles,384408,3314
6136,4701,4,2,San Antonio,2237676,5239
6137,4928,4,1,Phoenix,2419648,6487
6138,603,5,1,New York,149544,1117
6139,4879,4,3,Houston,1224629,5644
6140,3817,5,2,Philadelphia,893178,3795
6141,2737,2,3,San Antonio,1020901,9147
6142,1921,2,1,San Jose,374595,1188
6143,4434,3,2,Philadelphia,1986432,15313
6144,505,3,3,San Antonio,155035,1068
6145,4931,3,1,New York,1494093,4086
6146,642,2,3,Los Angeles,286332,2065
6147,2026,5,2,Houston,707074,3756
6148,4967,5,3,Houston,789753,1598
6149,2339,5,2,Houston,477156,3663
6150,4077,3,1,Phoenix,1883574,7626
6151,1086,2,1,Dallas,190050,1472
6152,3487,2,2,New York,1551715,14615
6153,4110,1,2,Chicago,1763190,8146
6154,3909,3,2,Phoenix,949887,1993
6155,3659,1,2,Los Angeles,783026,6762
6156,1800,5,2,Los Angeles,801000,4736
6157,1327,3,2,New York,386157,2799
6158,4565,4,1,San Diego,2154680,16435
6159,2402,3,2,Houston,1131342,11072
6160,2859,3,1,Philadelphia,1197921,9642
6161,694,3,3,Phoenix,205424,1239
6162,3172,5,3,Phoenix,1433744,7092
6163,2469,3,3,Houston,1108581,6280
6164,3712,4,1,New York,478848,2022
6165,1010,5,1,Houston,408040,3234
6166,3296,4,1,San Jose,784448,6065
6167,3047,5,1,Dallas,496661,3030
6168,3674,2,2,New York,679690,4220
6169,3457,2,2,Philadelphia,345700,2818
6170,3565,1,1,Los Angeles,1515125,4408
6171,4823,2,2,Dallas,1273272,4379
6172,1578,2,1,Chicago,388188,1614
6173,3279,3,3,San Diego,986979,9038
6174,2503,1,2,San Antonio,1093811,6170
6175,1957,3,2,Los Angeles,221141,879
6176,2879,3,2,Los Angeles,823394,3195
6177,4186,4,2,Houston,640458,5945
6178,4368,4,3,Chicago,729456,4714
6179,1305,2,2,Chicago,617265,6010
6180,4813,2,3,San Jose,1068486,6811
6181,4055,3,2,New York,1881520,16003
6182,2607,1,3,New York,1076691,3457
6183,1345,2,2,Philadelphia,622735,2436
6184,4904,1,2,Los Angeles,1461392,10610
6185,3576,4,3,San Antonio,851088,7032
6186,4818,3,1,San Diego,578160,4481
6187,2978,3,3,Phoenix,1441352,10419
6188,1543,5,1,Chicago,751441,5773
6189,1505,1,3,San Antonio,188125,392
6190,2798,3,2,New York,1385010,5798
6191,4299,5,3,San Diego,2046324,16846
6192,4251,3,2,Houston,675909,4170
6193,4469,2,2,Philadelphia,2006581,7943
6194,3899,4,3,Los Angeles,892871,3105
6195,789,4,1,San Jose,209085,1713
6196,2886,4,3,Philadelphia,1316016,11064
6197,4331,2,2,Dallas,454755,3593
6198,4359,5,2,Phoenix,697440,6037
6199,703,1,1,Phoenix,266437,1914
6200,2937,2,2,Los Angeles,872289,5511
6201,1793,3,3,Chicago,796092,6722
6202,2004,2,3,Chicago,316632,2221
6203,743,1,2,New York,199867,1308
6204,4823,5,1,Houston,1548183,4028
6205,4882,2,3,New York,981282,3860
6206,1654,4,3,Philadelphia,363880,2909
6207,4343,5,3,Houston,1116151,8464
6208,1207,1,2,San Antonio,210018,1506
6209,4643,4,1,San Antonio,1560048,4998
6210,802,4,3,Phoenix,305562,1125
6211,1442,4,3,San Diego,697928,2893
6212,1314,5,2,San Antonio,187902,1649
6213,3200,5,1,Dallas,1296000,5263
6214,1126,2,3,Philadelphia,355816,3479
6215,4730,3,3,Chicago,2067010,11716
6216,4953,5,2,San Antonio,708279,3847
6217,2437,5,2,Philadelphia,770092,6426
6218,4450,2,3,New York,1811150,7485
6219,1250,1,2,Los Angeles,148750,522
6220,1189,2,1,San Antonio,159326,640
6221,3060,1,1,Philadelphia,1003680,6917
6222,1384,4,3,San Jose,222824,1785
6223,4153,3,1,Philadelphia,1652894,15384
6224,662,4,3,San Jose,321070,2320
6225,775,5,2,Phoenix,177475,737
6226,4511,5,1,San Jose,1204437,4297
6227,4422,3,3,San Jose,1406196,12284
6228,889,4,1,Chicago,247142,794
6229,3727,4,1,Houston,1598883,8423
6230,2865,3,2,Houston,707655,2620
6231,2656,5,2,San Diego,911008,8025
6232,1472,4,1,San Jose,289984,2602
6233,4216,5,1,San Antonio,1749640,11231
6234,4792,3,2,Dallas,622960,4348
6235,4002,5,3,Philadelphia,1428714,7132
6236,3060,3,2,Los Angeles,364140,2185
6237,3928,5,3,Philadelphia,887728,5070
6238,4952,4,2,San Diego,1683680,3503
6239,1128,3,1,Dallas,267336,1208
6240,1981,5,1,Dallas,217910,1170
6241,1222,5,1,San Jose,372710,2911
6242,3536,4,1,New York,1630096,7995
6243,1801,1,3,Houston,450250,1053
6244,4890,3,1,Los Angeles,772620,3266
6245,4367,4,3,Dallas,1572120,8359
6246,2586,4,1,New York,266358,1614
6247,1777,3,1,New York,733901,5194
6248,3531,2,3,Houston,1320594,9667
6249,4387,4,2,San Antonio,859852,4463
6250,2952,2,3,San Diego,504792,4119
6251,903,5,2,Los Angeles,140868,493
6252,3005,4,2,Los Angeles,498830,3587
6253,4923,2,2,Chicago,1176597,5330
6254,4113,1,2,New York,1159866,7284
6255,892,4,3,Phoenix,436188,1988
6256,801,4,2,Phoenix,154593,423
6257,3073,1,3,Chicago,694498,6312
6258,3293,5,3,Los Angeles,846301,4925
6259,1682,3,3,San Jose,558424,2322
6260,1290,5,3,San Antonio,485040,1760
6261,2227,3,2,Los Angeles,385271,2322
6262,4658,1,1,Phoenix,526354,2490
6263,3408,4,3,Philadelphia,1646064,13133
6264,4137,1,1,Philadelphia,773619,6863
6265,3573,3,1,Philadelphia,718173,6247
6266,3124,1,3,San Antonio,1152756,7070
6267,2292,1,3,Phoenix,359844,3502
6268,1558,1,1,Philadelphia,180728,594
6269,4031,5,3,San Diego,479689,1128
6270,716,5,3,Philadelphia,166112,1569
6271,4708,4,3,Phoenix,1200540,2959
6272,721,4,1,Phoenix,272538,1753
6273,4998,2,3,San Jose,519792,3931
6274,4261,5,1,San Diego,1994148,6892
6275,3538,2,2,Houston,643916,1996
6276,4882,5,1,Dallas,888524,2022
6277,3286,5,1,San Diego,1169816,4923
6278,891,5,2,Dallas,179091,1022
6279,3134,3,3,New York,463832,979
6280,2002,4,2,San Jose,252252,1307
6281,1378,4,2,San Diego,176384,658
6282,1694,2,1,New York,189728,1734
6283,1641,2,2,Philadelphia,784398,5083
6284,4256,1,1,Phoenix,1919456,14572
6285,1111,1,2,San Jose,301081,2192
6286,2807,3,1,New York,822451,7631
6287,4431,3,1,Philadelphia,2171190,17269
6288,1325,2,1,Houston,636000,4808
6289,4458,2,2,Los Angeles,1725246,6187
6290,2309,5,3,San Diego,708863,5094
6291,4851,3,2,San Diego,2085930,18274
6292,1172,3,3,Dallas,349256,3221
6293,3913,2,1,San Antonio,1330420,8220
6294,3451,5,3,Los Angeles,1073261,7088
6295,3720,1,3,Los Angeles,461280,2128
6296,849,5,1,Houston,128199,497
6297,1644,5,3,San Diego,404424,2613
6298,4429,5,3,San Antonio,1519147,9020
6299,4850,5,3,Chicago,936050,7387
6300,1448,2,1,San Diego,422816,1200
6301,4601,1,1,Los Angeles,2286697,8203
6302,3098,5,2,San Jose,613404,4022
6303,4186,3,3,Phoenix,1628354,3530
6304,658,4,2,New York,209902,1090
6305,2963,3,1,Dallas,1093347,2535
6306,2278,2,1,San Antonio,685678,5026
6307,2370,1,3,San Diego,1038060,3498
6308,817,3,3,New York,265525,679
6309,3539,4,3,San Diego,700722,4845
6310,3846,4,1,San Jose,1415328,10153
6311,996,3,3,Los Angeles,371508,2723
6312,2650,3,2,Phoenix,1229600,2576
6313,1070,5,3,San Antonio,253590,509
6314,2725,2,2,Houston,1051850,9741
6315,4193,2,1,New York,1186619,11658
6316,2105,4,3,Philadelphia,322065,3078
6317,3530,1,1,San Jose,635400,3636
6318,3448,3,2,Chicago,1596424,6227
6319,2488,3,3,Los Angeles,308512,1419
6320,964,2,3,Phoenix,291128,1745
6321,3351,1,2,San Jose,1139340,2596
6322,1474,2,3,Philadelphia,728156,4635
6323,4977,4,2,New York,1597617,15224
6324,1999,3,3,Houston,783608,4756
6325,639,1,2,Chicago,142497,1274
6326,1194,4,3,San Antonio,468048,3943
6327,4936,1,3,San Diego,617000,4353
6328,992,4,1,San Diego,210304,1500
6329,3310,4,3,San Antonio,1280970,8491
6330,4923,3,2,Dallas,1023984,8207
6331,4074,3,2,Houston,1291458,4105
6332,2559,3,3,San Diego,417117,900
6333,3496,1,1,Philadelphia,611800,4499
6334,1059,2,2,Los Angeles,380181,3630
6335,4583,2,2,New York,1663629,10806
6336,1806,2,1,Houston,418992,1305
6337,2910,5,3,New York,491790,1483
6338,4019,2,1,Phoenix,466204,2607
6339,1640,1,2,Phoenix,478880,1244
6340,1740,3,1,Houston,426300,2579
6341,2516,1,3,San Diego,425204,2570
6342,782,1,1,Houston,291686,2833
6343,1208,4,1,Chicago,286296,1489
6344,1143,4,1,Chicago,157734,811
6345,2409,5,3,San Diego,1173183,4730
6346,892,1,3,Philadelphia,339852,730
6347,2458,5,2,Dallas,425234,3418
6348,3504,2,2,San Jose,742848,4428
6349,4777,5,3,San Diego,1724497,6081
6350,4814,4,3,Chicago,1713784,14830
6351,1097,4,1,San Diego,223788,1590
6352,1979,3,1,Dallas,676818,2864
6353,3380,2,3,Chicago,1622400,7279
6354,3401,2,2,Los Angeles,693804,1538
6355,2566,5,2,Phoenix,372070,2441
6356,4164,1,3,San Antonio,1324152,3149
6357,4471,1,1,San Antonio,1403894,4079
6358,4613,1,2,Los Angeles,1024086,7488
6359,1956,4,2,Chicago,880200,3712
6360,746,4,3,Los Angeles,344652,1508
6361,2791,5,1,New York,1367590,7468
6362,4321,5,3,Los Angeles,1555560,12748
6363,4158,2,3,San Antonio,1384614,11750
6364,4614,5,3,Dallas,1610286,10293
6365,2154,2,2,San Antonio,1020996,2083
6366,4089,1,2,New York,825978,2066
6367,1027,5,2,Chicago,405665,2890
6368,900,4,3,Houston,375300,1626
6369,4599,3,2,San Diego,1296918,6147
6370,1059,2,1,Dallas,174735,1017
6371,3848,1,2,San Antonio,542568,1214
6372,754,5,3,San Antonio,159848,341
6373,1935,2,3,Phoenix,917190,7100
6374,583,5,2,San Jose,227953,1809
6375,1610,1,1,San Diego,784070,3218
6376,2185,4,1,San Jose,1066280,10602
6377,4318,1,2,Houston,1424940,7301
6378,625,1,3,San Antonio,288750,1566
6379,2696,2,3,New York,951688,5617
6380,1962,3,1,Philadelphia,282528,2143
6381,836,1,2,Philadelphia,235752,1449
6382,2104,2,2,New York,772168,1698
6383,3558,4,3,New York,469656,3581
6384,1590,3,1,Los Angeles,718680,6481
6385,1763,5,3,Dallas,685807,3081
6386,4150,4,3,San Antonio,1639250,8552
6387,2716,2,3,San Jose,1200472,7976
6388,2155,2,1,Chicago,913720,5451
6389,2535,4,1,Philadelphia,324480,2943
6390,1623,4,3,Dallas,684906,5953
6391,3727,3,3,Houston,801305,3529
6392,2727,3,1,San Antonio,831735,3825
6393,1930,2,3,Dallas,910960,4163
6394,2608,2,1,San Diego,1074496,2801
6395,4766,1,1,Chicago,1887336,4955
6396,994,2,3,Phoenix,204764,730
6397,2054,1,2,Philadelphia,955110,8246
6398,1770,4,2,Houston,865530,7995
6399,4678,3,1,Dallas,762514,6790
6400,3819,5,3,San Jose,1248813,10007
6401,2049,1,3,Los Angeles,823698,4288
6402,3647,4,3,Dallas,1210804,3123
6403,3959,2,2,Houston,1318347,5804
6404,2071,4,1,Phoenix,654436,4858
6405,3214,1,2,Dallas,1092760,6193
6406,3537,1,3,San Antonio,1358208,12044
6407,1590,1,3,Houston,227370,671
6408,4364,2,2,Chicago,1344112,5934
6409,2727,1,2,Chicago,793557,7619
6410,3941,3,3,San Antonio,1008896,7381
6411,4651,3,1,Dallas,1502273,14711
6412,866,4,2,Chicago,270192,888
6413,1415,1,3,Dallas,663635,4929
6414,3143,1,1,San Diego,895755,8445
6415,4589,5,1,Chicago,963690,5312
6416,3013,4,2,New York,1120836,9687
6417,4579,5,1,San Antonio,1163066,6083
6418,2436,3,1,Phoenix,677208,6731
6419,4070,1,3,San Jose,879120,5261
6420,2590,5,1,New York,416990,1447
